filename,transcription
rec_007_372_FIL_012,lagi akong inaaway
rec_007_372_FIL_013,mga kalaro kong lalaki at babae
rec_007_373_FIL_001,ano po ibig sabihin ng tanong na ito
rec_007_373_FIL_002,hindi po maintindihan
rec_007_373_FIL_003,minsan
rec_007_373_FIL_004,kapag wala akong kalaro
rec_007_373_FIL_005,hindi po
rec_007_373_FIL_006,hindi ko po maintindihan yung tanong
rec_007_373_FIL_007,madalas
rec_007_373_FIL_008,question mark
rec_007_373_FIL_009,minsan po pag sad ako
rec_007_373_FIL_010,minsan po
rec_007_373_FIL_011,lagi ako masaya
rec_007_373_FIL_012,pag napapagalitan
rec_007_373_FIL_013,pag wala pamilya ko
rec_007_373_FIL_014,madalas po
rec_007_373_FIL_015,dahil pag umuulan di po ako makalaro
rec_007_373_FIL_016,hindi 
rec_007_374_FIL_001,minsan
rec_007_374_FIL_002,hindi po
rec_007_374_FIL_003,minsan po
rec_007_374_FIL_004,hindi po 
rec_007_374_FIL_005,question mark
rec_007_374_FIL_006,pambata po yung mga laro ko
rec_007_374_FIL_007,madalas po
rec_007_374_FIL_008,madalas
rec_007_374_FIL_009,hindi ko maintindihan yung tanong
rec_007_374_FIL_010,hindi
rec_007_375_FIL_001,minsan
rec_007_375_FIL_002,hindi po
rec_007_375_FIL_003,madalas
rec_007_375_FIL_004,question mark po
rec_007_375_FIL_005,nakikinig naman po
rec_007_375_FIL_006,minsan po
rec_007_375_FIL_007,maglinis ng higaan
rec_007_375_FIL_008,madalas po
rec_007_375_FIL_009,hindi
rec_007_376_FIL_001,minsan po
rec_007_376_FIL_002,nagpapakita ng damdamin
rec_007_376_FIL_003,hindi po
rec_007_376_FIL_004,hindi 
rec_007_376_FIL_005,minsan sinasabi ko
rec_007_376_FIL_006,minsan hindi
rec_007_376_FIL_007,di ko maintindihan yung tanong
rec_007_376_FIL_008,madalas
rec_007_376_FIL_009,minsan lang po
rec_007_376_FIL_010,kapag malungkot na
rec_007_377_FIL_001,hindi ko po maintindihan itong tanong
rec_007_377_FIL_002,opo
rec_007_377_FIL_003,hindi ko po maintindihan
rec_007_377_FIL_004,next question po
rec_007_377_FIL_005,minsan
rec_007_377_FIL_006,madalas
rec_007_377_FIL_007,di ko maintindihan yung tanong
rec_007_377_FIL_008,minsan po
rec_007_377_FIL_009,madalas po
rec_007_377_FIL_010,hindi po
rec_007_378_FIL_001,hindi po
rec_007_378_FIL_002,minsan
rec_007_378_FIL_003,hindi
rec_007_378_FIL_004,hindi po ako palatukso
rec_007_378_FIL_005,paano pong tukso
rec_007_378_FIL_006,minsan po
rec_007_379_FIL_001,hindi po 
rec_007_379_FIL_002,minsan
rec_007_379_FIL_003,hindi
rec_007_379_FIL_004,hindi naman po
rec_007_379_FIL_005,minsan po
rec_007_379_FIL_006,madalas po
rec_007_379_FIL_007,kahit wala akong kasalanan dinadamay ako
rec_007_380_FIL_001,hindi po
rec_007_380_FIL_002,hindi ko po naintindihan yung tanong
rec_007_380_FIL_003,hindi
rec_007_380_FIL_004,question mark po
rec_007_380_FIL_005,minsan
rec_007_380_FIL_006,minsan po
rec_007_381_FIL_001,hindi po
rec_007_381_FIL_002,minsan
rec_007_381_FIL_003,hindi naman po
rec_007_381_FIL_004,hindi
rec_007_381_FIL_005,minsan po
rec_007_381_FIL_006,minsan lang po
rec_007_381_FIL_007,namimigay po ako
rec_011_101_FIL_001,hindi masakit
rec_011_101_FIL_002,isa
rec_011_101_FIL_003,dalawa
rec_011_101_FIL_004,tatlo
rec_011_101_FIL_005,apat
rec_011_101_FIL_006,lima
rec_011_101_FIL_007,anim
rec_011_101_FIL_008,pito
rec_011_101_FIL_009,walo
rec_011_101_FIL_010,siyam
rec_011_101_FIL_011,sampu
rec_011_101_FIL_012,hindi ko alam
rec_011_102_FIL_001,hindi ko alam
rec_011_102_FIL_002,hindi ko alam anong tawag
rec_011_102_FIL_003,merong parang butlig
rec_011_102_FIL_004,nakalimutan ko na
rec_011_103_FIL_001,nadapa
rec_011_103_FIL_002,nauntog
rec_011_103_FIL_003,matagal na
rec_011_103_FIL_004,hindi
rec_011_103_FIL_005,oo
rec_011_103_FIL_006,matagal na
rec_011_103_FIL_007,nung sanggol pa lang ako
rec_011_103_FIL_008,hindi ko alam
rec_011_103_FIL_009,nakalimutan ko na
rec_011_104_FIL_001,hindi ko alam
rec_011_104_FIL_002,nakalimutan ko na
rec_011_104_FIL_003,isa
rec_011_104_FIL_004,dalawa
rec_011_104_FIL_005,tatlong beses
rec_011_105_FIL_001,kanina lang
rec_011_105_FIL_002,kahapon lang
rec_011_105_FIL_003,nung isang araw lang
rec_011_105_FIL_004,nung isang linggo
rec_011_105_FIL_005,nung isang buwan
rec_011_105_FIL_006,nakaraang taon
rec_011_105_FIL_007,hindi ko alam
rec_011_105_FIL_008,nakalimutan ko na
rec_011_105_FIL_009,nung sanggol pa lang ako
rec_011_106_FIL_001,itaas
rec_011_106_FIL_002,likod
rec_011_106_FIL_003,gilid
rec_011_106_FIL_004,hindi ko alam
rec_011_106_FIL_005,nakalimutan ko na
rec_011_107_FIL_001,kisame
rec_011_107_FIL_002,sa pinto
rec_011_107_FIL_003,sa cabinet
rec_011_107_FIL_004,sa hagdan
rec_011_107_FIL_005,sa pader
rec_011_108_FIL_001,hindi naman dumugo
rec_011_108_FIL_002,wala po
rec_011_108_FIL_003,opo
rec_011_108_FIL_004,maliit lang
rec_011_109_FIL_001,pagkawala ng malay
rec_011_109_FIL_002,pagkahilo
rec_011_109_FIL_003,panlalabo ng paningin
rec_011_109_FIL_004,nasusuka at pagsusuka
rec_011_110_FIL_001,hindi po
rec_011_110_FIL_002,opo
rec_011_110_FIL_003,oo
rec_011_110_FIL_004,hindi ko alam
rec_011_110_FIL_005,nakalimutan ko na
rec_011_111_FIL_001,tinahi yung sugat
rec_011_111_FIL_002,check up lamang
rec_011_111_FIL_003,inoobserbahan
rec_011_111_FIL_004,na admit
rec_011_111_FIL_005,nalinis lang ang sugat
rec_011_111_FIL_006,wala
rec_011_111_FIL_007,hindi ko alam
rec_011_111_FIL_008,nakalimutan ko na
rec_011_111_FIL_009,sanggol pa lang ako nun
rec_011_112_FIL_001,hindi masakit
rec_011_112_FIL_002,isa
rec_011_112_FIL_003,dalawa
rec_011_112_FIL_004,tatlo
rec_011_112_FIL_005,apat
rec_011_112_FIL_006,lima
rec_011_112_FIL_007,anim
rec_011_112_FIL_008,pito
rec_011_112_FIL_009,walo
rec_011_112_FIL_010,siyam
rec_011_112_FIL_011,sampu
rec_011_113_FIL_001,wala
rec_011_113_FIL_002,pinabayaan ko lang
rec_011_113_FIL_003,uminom ng tubig
rec_011_114_FIL_001,wala
rec_011_114_FIL_002,hindi ko alam
rec_011_114_FIL_003,nakalimutan ko na
rec_011_115_FIL_001,minsan pag naiinitan
rec_011_115_FIL_002,sa gabi
rec_011_115_FIL_003,pag matagal mag gadget
rec_011_115_FIL_004,headphones mabigat sa ulo
rec_011_115_FIL_005,habang nanonood ng tv
rec_011_115_FIL_006,hindi ko alam
rec_011_116_FIL_001,hindi po
rec_011_116_FIL_002,minsan
rec_011_116_FIL_003,hindi masakit
rec_011_116_FIL_004,isa
rec_011_116_FIL_005,dalawa
rec_011_116_FIL_006,tatlo
rec_011_116_FIL_007,apat
rec_011_116_FIL_008,lima
rec_011_116_FIL_009,anim
rec_011_116_FIL_010,pito
rec_011_116_FIL_011,walo
rec_011_116_FIL_012,siyam
rec_011_116_FIL_013,sampu
rec_011_117_FIL_001,kanina
rec_011_117_FIL_002,kahapon
rec_011_117_FIL_003,nung isang araw
rec_011_117_FIL_004,nung isang linggo
rec_011_118_FIL_001,segundo
rec_011_118_FIL_002,minuto
rec_011_118_FIL_003,oras
rec_011_118_FIL_004,kalahating araw
rec_011_118_FIL_005,isang araw
rec_011_118_FIL_006,hindi ko alam
rec_011_118_FIL_007,nakalimutan ko na
rec_011_119_FIL_001,ulo
rec_011_119_FIL_002,harap hanggang likod
rec_011_119_FIL_003,gilid
rec_011_119_FIL_004,mata sa harap
rec_011_119_FIL_005,hindi ko alam
rec_011_119_FIL_006,nakalimutan ko na
rec_011_120_FIL_001,minsan
rec_011_120_FIL_002,hindi po
rec_011_120_FIL_003,oo
rec_011_120_FIL_004,hindi ko alam
rec_011_120_FIL_005,nakalimutan ko na
rec_011_121_FIL_001,ubo
rec_011_121_FIL_002,sipon
rec_011_121_FIL_003,lagnat
rec_011_121_FIL_004,ubo sipon at lagnat
rec_011_121_FIL_005,ubo at sipon
rec_011_121_FIL_006,lagnat lamang
rec_011_121_FIL_007,wala
rec_011_121_FIL_008,hindi ko alam
rec_011_121_FIL_009,nakalimutan ko na
rec_011_122_FIL_001,nasusuka
rec_011_122_FIL_002,nagsuka
rec_011_122_FIL_003,nahihilo
rec_011_122_FIL_004,nawalan ng malay
rec_011_122_FIL_005,nagdugo ang ilong
rec_011_122_FIL_006,wala
rec_011_122_FIL_007,hindi ko alam
rec_011_122_FIL_008,nakalimutan ko na
rec_011_123_FIL_001,pahinga
rec_011_123_FIL_002,natulog
rec_011_123_FIL_003,uminom ng maraming tubig
rec_011_123_FIL_004,tumigil sa pagga gadget
rec_011_123_FIL_005,wala
rec_011_123_FIL_006,pinabayaan ko lang
rec_011_123_FIL_007,uminom ng gamot
rec_011_124_FIL_001,oo
rec_011_124_FIL_002,wala
rec_011_124_FIL_003,hindi ko alam
rec_011_124_FIL_004,nakalimutan ko na
rec_011_125_FIL_001,pamamaga ng tenga
rec_011_125_FIL_002,pananakit ng tenga
rec_011_125_FIL_003,kakaibang tutuli
rec_011_125_FIL_004,pangangati ng tenga
rec_011_125_FIL_005,pamumula ng tenga
rec_011_125_FIL_006,sugat sa tenga
rec_011_125_FIL_007,wala sa nabanggit
rec_011_125_FIL_008,hindi ko alam
rec_011_125_FIL_009,nakalimutan ko na
rec_011_126_FIL_001,ngayon lang
rec_011_126_FIL_002,kahapon
rec_011_126_FIL_003,nung isang araw
rec_011_126_FIL_004,nung isang linggo
rec_011_126_FIL_005,nung isang buwan
rec_011_126_FIL_006,nakaraang taon
rec_011_126_FIL_007,hindi ko alam
rec_011_126_FIL_008,nakalimutan ko na
rec_011_127_FIL_001,kalahating araw
rec_011_127_FIL_002,isang araw
rec_011_127_FIL_003,dalawang araw
rec_011_127_FIL_004,tatlong araw
rec_011_127_FIL_005,apat na araw
rec_011_127_FIL_006,limang araw
rec_011_127_FIL_007,anim na araw
rec_011_127_FIL_008,isang linggo
rec_011_127_FIL_009,higit isang linggo
rec_011_127_FIL_010,hindi ko alam
rec_011_127_FIL_011,nakalimutan ko na
rec_011_128_FIL_001,kaliwa
rec_011_128_FIL_002,kanan
rec_011_128_FIL_003,pareho
rec_011_128_FIL_004,hindi ko alam
rec_011_128_FIL_005,nakalimutan ko na
rec_011_129_FIL_001,kinagat ng langgam
rec_011_129_FIL_002,napasukan ng tubig nung nag swimming
rec_011_129_FIL_003,biglaan na lang
rec_011_129_FIL_004,hindi ko alam
rec_011_129_FIL_005,nakalimutan ko na
rec_011_130_FIL_001,pag malakas na tunog o nasigaw
rec_011_130_FIL_002,dahil sa face shield sa likod ng tenga
rec_011_130_FIL_003,kapag may sipon
rec_011_130_FIL_004,kinagat ng langgam
rec_011_130_FIL_005,oo
rec_011_130_FIL_006,hindi
rec_011_130_FIL_007,hindi ko alam
rec_011_130_FIL_008,nakalimutan ko na
rec_011_131_FIL_001,hindi masakit
rec_011_131_FIL_002,konting sakit
rec_011_131_FIL_003,isa
rec_011_131_FIL_004,dalawa
rec_011_131_FIL_005,tatlo
rec_011_131_FIL_006,apat
rec_011_131_FIL_007,lima
rec_011_131_FIL_008,anim
rec_011_131_FIL_009,pito
rec_011_131_FIL_010,walo
rec_011_131_FIL_011,siyam
rec_011_131_FIL_012,sampu
rec_011_132_FIL_001,wala
rec_011_132_FIL_002,pinabayaan ko lang
rec_011_132_FIL_003,uminom ng gamot
rec_011_132_FIL_004,hindi ko alam
rec_011_132_FIL_005,nakalimutan ko na
rec_011_133_FIL_001,oo
rec_011_133_FIL_002,wala
rec_011_133_FIL_003,nakalimutan ko na
rec_011_133_FIL_004,hindi ko alam
rec_011_134_FIL_001,paracetamol
rec_011_134_FIL_002,hindi ko alam
rec_011_134_FIL_003,nakalimutan ko na
rec_011_135_FIL_001,hindi
rec_011_135_FIL_002,oo
rec_011_135_FIL_003,hindi ko alam
rec_011_135_FIL_004,nakalimutan ko na
rec_011_136_FIL_001,brown
rec_011_136_FIL_002,yellow
rec_011_136_FIL_003,pula
rec_011_136_FIL_004,hindi ko alam
rec_011_136_FIL_005,nakalimutan ko na
rec_011_137_FIL_001,ayos naman
rec_011_137_FIL_002,oo
rec_011_137_FIL_003,hindi
rec_011_137_FIL_004,opo
rec_011_138_FIL_001,ngayon lang
rec_011_138_FIL_002,kahapon
rec_011_138_FIL_003,nung isang araw
rec_011_138_FIL_004,nung isang linggo
rec_011_138_FIL_005,nakaraang buwan
rec_011_138_FIL_006,nakaraang taon
rec_011_138_FIL_007,matagal na
rec_011_138_FIL_008,nung sanggol pa lang ako
rec_011_138_FIL_009,hindi ko alam
rec_011_138_FIL_010,nakalimutan ko na
rec_011_139_FIL_001,kalahating araw
rec_011_139_FIL_002,isang araw
rec_011_139_FIL_003,dalawang araw
rec_011_139_FIL_004,tatlong araw
rec_011_139_FIL_005,apat na araw
rec_011_139_FIL_006,limang araw
rec_011_139_FIL_007,anim na araw
rec_011_139_FIL_008,isang linggo
rec_011_139_FIL_009,higit isang linggo
rec_011_139_FIL_010,hindi ko alam
rec_011_139_FIL_011,nakalimutan ko na
rec_011_140_FIL_001,kaliwa
rec_011_140_FIL_002,kanan
rec_011_140_FIL_003,kaliwa at kanan
rec_011_140_FIL_004,hindi ko alam
rec_011_140_FIL_005,nakalimutan ko na
rec_011_141_FIL_001,simula pagkabata
rec_011_141_FIL_002,impeksyon
rec_011_141_FIL_003,sugat
rec_011_141_FIL_004,komplikasyon mula sa sakit
rec_011_141_FIL_005,natusok
rec_011_141_FIL_006,hindi ko alam
rec_011_141_FIL_007,nakalimutan ko na
rec_011_142_FIL_001,opo
rec_011_142_FIL_002,oo
rec_011_142_FIL_003,hindi
rec_011_142_FIL_004,hindi ko alam
rec_011_142_FIL_005,nakalimutan ko na
rec_011_143_FIL_001,irrigasyon ng tenga
rec_011_143_FIL_002,nilinis
rec_011_143_FIL_003,wala
rec_011_143_FIL_004,nilagyan ng hydrogen peroxide
rec_011_143_FIL_005,hindi ko alam
rec_011_143_FIL_006,nakalimutan ko na
rec_011_144_FIL_001,oo
rec_011_144_FIL_002,opo
rec_011_144_FIL_004,wala
rec_011_144_FIL_005,hindi ko alam
rec_011_144_FIL_006,nakalimutan ko na
rec_011_145_FIL_001,antibiotic
rec_011_145_FIL_002,ear drops
rec_011_145_FIL_003,hydrogen peroxide
rec_011_145_FIL_004,biogesic
rec_011_145_FIL_005,paracetamol
rec_011_145_FIL_006,mefenamic
rec_011_145_FIL_007,pain reliever
rec_011_145_FIL_008,hindi ko alam
rec_011_145_FIL_009,nakalimutan ko na
rec_011_146_FIL_001,pamamaga ng mata
rec_011_146_FIL_002,pamumula ng mata
rec_011_146_FIL_003,sugat sa mata
rec_011_146_FIL_004,panunuyo ng mata
rec_011_146_FIL_005,kuliti
rec_011_146_FIL_006,labis na pamumuta
rec_011_146_FIL_007,sore eyes
rec_011_146_FIL_008,pangangati ng mata
rec_011_146_FIL_009,pananakit ng mata
rec_011_146_FIL_010,hindi ko alam
rec_011_146_FIL_011,nakalimutan ko na
rec_011_147_FIL_001,hindi masakit
rec_011_147_FIL_002,isa
rec_011_147_FIL_003,dalawa
rec_011_147_FIL_004,tatlo
rec_011_147_FIL_005,apat
rec_011_147_FIL_006,lima
rec_011_147_FIL_007,anim
rec_011_147_FIL_008,pito
rec_011_147_FIL_009,walo
rec_011_147_FIL_010,siyam
rec_011_147_FIL_011,sampu
rec_011_147_FIL_012,hindi ko alam
rec_011_147_FIL_013,nakalimutan ko na
rec_011_148_FIL_001,ngayon lang
rec_011_148_FIL_002,kahapon
rec_011_148_FIL_003,nung isang araw
rec_011_148_FIL_004,nung isang linggo
rec_011_148_FIL_005,nung isang buwan
rec_011_148_FIL_006,nakaraang taon
rec_011_148_FIL_007,hindi ko alam
rec_011_148_FIL_008,nakalimutan ko na
rec_011_149_FIL_001,kalahating araw
rec_011_149_FIL_002,isang araw
rec_011_149_FIL_003,dalawang araw
rec_011_149_FIL_004,tatlong araw
rec_011_149_FIL_005,apat na araw
rec_011_149_FIL_006,limang araw
rec_011_149_FIL_007,anim na araw
rec_011_149_FIL_008,isang linggo
rec_011_149_FIL_009,higit isang linggo
rec_011_149_FIL_010,hindi ko alam
rec_011_149_FIL_011,nakalimutan ko na
rec_011_150_FIL_001,kaliwa at kanan
rec_011_150_FIL_002,kaliwa
rec_011_150_FIL_003,kanan
rec_011_150_FIL_004,hindi ko alam
rec_011_150_FIL_005,nakalimutan ko na
rec_011_151_FIL_001,nakamot
rec_011_151_FIL_002,bigla na lang
rec_011_151_FIL_003,natusok
rec_011_151_FIL_004,napasukan ng alikabok
rec_011_151_FIL_005,kinagat ng insekto
rec_011_151_FIL_006,hindi ko alam
rec_011_151_FIL_007,nakalimutan ko na
rec_011_152_FIL_001,binabad sa tubig
rec_011_152_FIL_002,nilinis yung sugat
rec_011_152_FIL_003,wala
rec_011_152_FIL_004,pinabayaan ko lang
rec_011_152_FIL_005,hindi ko alam
rec_011_152_FIL_006,nakalimutan ko na
rec_011_153_FIL_001,oo
rec_011_153_FIL_002,opo
rec_011_153_FIL_003,hindi ko alam
rec_011_153_FIL_004,nakalimutan ko na
rec_011_154_FIL_001,paracetamol
rec_011_154_FIL_002,biogesic
rec_011_154_FIL_003,pangpatak sa mata
rec_011_154_FIL_004,hindi ko alam
rec_011_154_FIL_005,nakalimutan ko na
rec_011_155_FIL_001,hindi po
rec_011_155_FIL_002,oo
rec_011_155_FIL_003,opo
rec_011_155_FIL_004,malinaw
rec_011_155_FIL_005,malabo
rec_011_156_FIL_001,sa malapit
rec_011_156_FIL_002,sa malayo
rec_011_156_FIL_003,hindi ko alam
rec_011_156_FIL_004,nakalimutan ko na
rec_011_157_FIL_001,nung nakaraang linggo
rec_011_157_FIL_002,nakaraang buwan
rec_011_157_FIL_003,nakaraang taon
rec_011_157_FIL_004,matagal na
rec_011_157_FIL_005,hindi ko alam
rec_011_157_FIL_006,nakalimutan ko na
rec_011_158_FIL_001,kalahating araw
rec_011_158_FIL_002,isang araw
rec_011_158_FIL_003,dalawang araw
rec_011_158_FIL_004,tatlong araw
rec_011_158_FIL_005,apat na araw
rec_011_158_FIL_006,limang araw
rec_011_158_FIL_007,anim na araw
rec_011_158_FIL_008,isang linggo
rec_011_158_FIL_009,higit isang linggo
rec_011_158_FIL_010,hindi ko alam
rec_011_158_FIL_011,nakalimutan ko na
rec_011_158_FIL_012,matagal na
rec_011_159_FIL_001,kaliwa
rec_011_159_FIL_002,kanan
rec_011_159_FIL_003,kaliwa at kanan
rec_011_160_FIL_001,biglaan na lamang
rec_011_160_FIL_002,nahilo ako
rec_011_160_FIL_003,madalas mag cellphone
rec_011_160_FIL_004,madalas mag computer
rec_011_160_FIL_005,madalas manood ng tv
rec_011_160_FIL_006,nagbabasa sa dilim
rec_011_160_FIL_007,nagbabasa sa umaandar na kotse
rec_011_160_FIL_008,hindi ko alam
rec_011_160_FIL_009,nakalimutan ko na
rec_011_161_FIL_001,oo
rec_011_161_FIL_002,opo
rec_011_161_FIL_003,hindi
rec_011_161_FIL_004,hindi ko alam
rec_011_161_FIL_005,nakalimutan ko na
rec_011_162_FIL_001,nilinis ang mata
rec_011_162_FIL_002,naglagay ng malamig na bimpo
rec_011_162_FIL_003,binabad sa tubig
rec_011_162_FIL_004,pinahinga
rec_011_162_FIL_005,binawasan ang panonood ng tv
rec_011_162_FIL_006,binawasan ang pagse cellphone
rec_011_162_FIL_007,iniwasan na ang pagbabasa sa dilim
rec_011_162_FIL_008,wala
rec_011_162_FIL_009,hindi ko alam
rec_011_163_FIL_001,oo
rec_011_163_FIL_002,opo
rec_011_163_FIL_003,hindi
rec_011_163_FIL_004,wala
rec_011_163_FIL_005,hindi ko alam
rec_011_163_FIL_006,nakalimutan ko na
rec_011_164_FIL_001,eye drops
rec_011_164_FIL_002,hindi ko alam
rec_011_164_FIL_003,nakalimutan ko na
rec_011_165_FIL_001,matagal na po
rec_011_165_FIL_002,wala pa
rec_011_165_FIL_003,hindi ko alam
rec_011_165_FIL_004,nakalimutan ko na
rec_011_166_FIL_001,magsuot ng salamin
rec_011_166_FIL_002,bawasan ang pagga gadget
rec_011_166_FIL_003,hindi ko alam
rec_011_166_FIL_004,nakalimutan ko na
rec_011_167_FIL_001,pag nagbabasa lang
rec_011_167_FIL_002,anti radiation glasses
rec_011_167_FIL_003,yung may grado
rec_011_167_FIL_004,wala
rec_011_167_FIL_005,hindi ko alam
rec_011_167_FIL_006,hindi ko na sinusuot
rec_011_167_FIL_007,ayoko suotin
rec_011_167_FIL_008,nakalimutan ko na
rec_011_168_FIL_001,walang grado
rec_011_168_FIL_002,mababa lang
rec_011_168_FIL_003,mas mababa sa singkwenta
rec_011_168_FIL_004,singkwenta
rec_011_168_FIL_005,singkwenta pataas
rec_011_168_FIL_006,mas mababa sa isang daan
rec_011_168_FIL_007,isang daan
rec_011_168_FIL_008,isang daan pataas
rec_011_168_FIL_009,mas mababa sa isang daan at limampu
rec_011_168_FIL_010,isang daan at limampu
rec_011_168_FIL_011,isang daan at limampu pataas
rec_011_168_FIL_012,mas mababa sa dalawang daan
rec_011_168_FIL_013,dalawang daan
rec_011_168_FIL_014,dalawang daan pataas
rec_011_168_FIL_015,mas mababa sa dalawang daan at limampu
rec_011_168_FIL_016,dalawang daan at limampu
rec_011_168_FIL_017,mas mataas sa dalawang daan at limampu
rec_011_169_FIL_001,walang grado
rec_011_169_FIL_002,mababa lang
rec_011_169_FIL_003,mas mababa sa singkwenta
rec_011_169_FIL_004,singkwenta
rec_011_169_FIL_005,singkwenta pataas
rec_011_169_FIL_006,mas mababa sa isang daan
rec_011_169_FIL_007,isang daan
rec_011_169_FIL_008,isang daan pataas
rec_011_169_FIL_009,mas mababa sa isang daan at limampu
rec_011_169_FIL_010,isang daan at limampu
rec_011_169_FIL_011,isang daan at limampu pataas
rec_011_169_FIL_012,mas mababa sa dalawang daan
rec_011_169_FIL_013,dalawang daan
rec_011_169_FIL_014,dalawang daan pataas
rec_011_169_FIL_015,mas mababa sa dalawang daan at limampu
rec_011_169_FIL_016,dalawang daan at limampu
rec_011_169_FIL_017,mas mataas sa dalawang daan at limampu
rec_011_170_FIL_001,oo
rec_011_170_FIL_002,opo
rec_011_170_FIL_003,hindi po
rec_011_170_FIL_004,medyo
rec_011_170_FIL_005,hindi ko alam
rec_011_170_FIL_006,hindi ko sinusuot
rec_011_171_FIL_001,alerhiya sa ilong
rec_011_171_FIL_002,sinusitis
rec_011_171_FIL_003,bukol sa ilong
rec_011_171_FIL_004,wala
rec_011_171_FIL_005,hindi ko alam
rec_011_171_FIL_006,nakalimutan ko na
rec_011_172_FIL_001,ngayon lang
rec_011_172_FIL_002,kalahating araw
rec_011_172_FIL_003,isang araw
rec_011_172_FIL_004,dalawang araw
rec_011_172_FIL_005,tatlong araw
rec_011_172_FIL_006,apat na araw
rec_011_172_FIL_007,limang araw
rec_011_172_FIL_008,anim na araw
rec_011_172_FIL_009,isang linggo
rec_011_172_FIL_010,higit isang linggo
rec_011_172_FIL_011,hindi ko alam
rec_011_172_FIL_012,nakalimutan ko na
rec_011_173_FIL_001,isang araw
rec_011_173_FIL_002,dalawang araw
rec_011_173_FIL_003,tatlong araw
rec_011_173_FIL_004,apat na araw
rec_011_173_FIL_005,limang araw
rec_011_173_FIL_006,anim na araw
rec_011_173_FIL_007,isang linggo
rec_011_173_FIL_008,higit isang linggo
rec_011_174_FIL_001,kaliwa
rec_011_174_FIL_002,kanan
rec_011_174_FIL_003,pareho
rec_011_174_FIL_004,hindi ko alam
rec_011_174_FIL_005,nakalimutan ko na
rec_011_175_FIL_001,napasukan ng bagay
rec_011_175_FIL_002,bigla na lang
rec_011_175_FIL_003,natusok
rec_011_175_FIL_004,kinagat ng lamok
rec_011_175_FIL_005,alikabok
rec_011_175_FIL_006,nung sanggol pa lang ako
rec_011_175_FIL_007,hindi ko alam
rec_011_175_FIL_008,nakalimutan ko na
rec_011_176_FIL_001,dinala sa ospital
rec_011_176_FIL_002,nilinis
rec_011_176_FIL_003,binabad sa malamig na bimpo
rec_011_176_FIL_004,binabad sa mainit na bimpo
rec_011_176_FIL_005,iniwasan ang alikabok
rec_011_176_FIL_006,hindi ko alam
rec_011_176_FIL_007,nakalimutan ko na
rec_011_177_FIL_001,oo
rec_011_177_FIL_002,opo
rec_011_177_FIL_003,wala
rec_011_177_FIL_004,hindi ko alam
rec_011_177_FIL_005,nakalimutan ko na
rec_011_178_FIL_001,biogesic
rec_011_178_FIL_002,paracetamol
rec_011_178_FIL_003,antihistamine
rec_011_178_FIL_004,antibiotic
rec_011_178_FIL_005,cetirizine
rec_011_178_FIL_006,disudrin
rec_011_178_FIL_007,hindi ko alam
rec_011_178_FIL_008,nakalimutan ko na
rec_011_179_FIL_001,sumakit ang ilong
rec_011_179_FIL_002,kumati ang ilong
rec_011_179_FIL_003,nagdugo ang ilong
rec_011_179_FIL_004,napasukan ng bagay
rec_011_179_FIL_005,namaga ang ilong
rec_011_179_FIL_006,wala sa nabanggit
rec_011_179_FIL_007,hindi ko alam
rec_011_179_FIL_008,nakalimutan ko na
rec_011_180_FIL_001,papel
rec_011_180_FIL_002,plastic
rec_011_180_FIL_003,beads
rec_011_180_FIL_004,bato
rec_011_180_FIL_005,tissue
rec_011_180_FIL_006,kahoy
rec_011_180_FIL_007,jolen
rec_011_180_FIL_008,beans
rec_011_181_FIL_001,walang sakit
rec_011_181_FIL_002,isa
rec_011_181_FIL_003,dalawa
rec_011_181_FIL_004,tatlo
rec_011_181_FIL_005,apat
rec_011_181_FIL_006,lima
rec_011_181_FIL_007,anim
rec_011_181_FIL_008,pito
rec_011_181_FIL_009,walo
rec_011_181_FIL_010,siyam
rec_011_181_FIL_011,sampu
rec_011_182_FIL_001,ngayon
rec_011_182_FIL_002,kahapon
rec_011_182_FIL_003,nung isang araw
rec_011_182_FIL_004,nung isang linggo
rec_011_182_FIL_005,nung isang buwan
rec_011_182_FIL_006,nung isang taon
rec_011_182_FIL_007,matagal na
rec_011_182_FIL_008,hindi ko alam
rec_011_182_FIL_009,hindi ko matandaan
rec_011_183_FIL_001,segundo
rec_011_183_FIL_002,minuto
rec_011_183_FIL_003,oras
rec_011_183_FIL_004,kalahating araw
rec_011_183_FIL_005,isang araw
rec_011_183_FIL_006,dalawang araw
rec_011_183_FIL_007,tatlong araw
rec_011_183_FIL_008,apat na araw
rec_011_183_FIL_009,limang araw
rec_011_183_FIL_010,anim na araw
rec_011_183_FIL_011,isang linggo
rec_011_183_FIL_012,hindi ko alam
rec_011_183_FIL_013,nakalimutan ko na
rec_011_184_FIL_001,kaliwa
rec_011_184_FIL_002,kanan
rec_011_184_FIL_003,pareho
rec_011_184_FIL_004,hindi ko alam
rec_011_184_FIL_005,nakalimutan ko na
rec_011_185_FIL_001,napasukan ng tubig
rec_011_185_FIL_002,kinagat ng insekto
rec_011_185_FIL_003,biglaan na lang
rec_011_185_FIL_004,natusok
rec_011_185_FIL_005,impeksyon
rec_011_185_FIL_006,nung sanggol pa lang ako
rec_011_185_FIL_007,naalikabukan
rec_011_185_FIL_008,sobrang init
rec_011_185_FIL_009,hindi ko alam
rec_011_185_FIL_010,nakalimutan ko na
